          14          18
          14          -4
          37         -13
          -3         -17
         -12           2
         -20         -20
         -21          -5
          -8           8
         -17         -13
          -2          -8
         -10          24
          11          27
          29           3
         -50         -12
          13          -3
          12          18
         -45          -5
          12         -30
         -23         -47
          40          10
         -20          28
          42          -4
         -51          23
         -21          -3
          -9           7
         -19          23
         -41         -45
         -19          31
          -4          12
          20          -2
         -17          -5
         -24         -14
          32          16
         -29          13
          19          13
         -22          26
         -13         -25
          11          11
          25          15
           1          35
          -3          27
          38          10
          22          -4
          -4          12
         -33           5
           1         -25
         -23          39
          16         -26
          35         -17
         -13          -5
           9         -19
         -19          29
         -26           8
           3         -45
          26         -24
          26           0
          47          -9
         -15         -39
         -22          32
         -13         -21
           1         -15
          17           1
          -7           1
           9           7
           7         -19
         -21         -21
         -16          30
         -23         -31
         -41          -5
          -8          24
          45         -29
           4           4
         -41         -17
         -12         -14
          12           8
          43          -3
         -12         -20
          35          -7
         -37          31
           2           2
         -33         -21
          -6         -46
         -40         -14
         -10         -22
           4           6
           7          31
           8          36
           3         -27
         -11          31
          -2          -8
          -9          -1
           3          27
           1          21
           8          18
           6         -36
         -30          36
           5           3
         -54         -18
          23           3
          -7          -9
